"formulaRank"	"molecularFormula"	"adduct"	"precursorFormula"	"NPC#pathway"	"NPC#pathway Probability"	"NPC#superclass"	"NPC#superclass Probability"	"NPC#class"	"NPC#class Probability"	"ClassyFire#superclass"	"ClassyFire#superclass probability"	"ClassyFire#class"	"ClassyFire#class Probability"	"ClassyFire#subclass"	"ClassyFire#subclass Probability"	"ClassyFire#level 5"	"ClassyFire#level 5 Probability"	"ClassyFire#most specific class"	"ClassyFire#most specific class Probability"	"ClassyFire#all classifications"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"
2	"C15H10F2N2O7S"	"[M + K]+"	"C15H10F2KN2O7S+"	"Alkaloids"	0.117	"Coumarins"	0.081	"Simple coumarins"	0.220	"Benzenoids"	0.978	"Benzene and substituted derivatives"	0.904	"Benzoic acids and derivatives"	0.396	"Benzoic acids"	0.523	"Benzoic acids"	0.523	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl fluorides; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Aryl halides; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	438.979	85	1.411	"673152137999947588"	"673150994188032665"	"155"	
2	"C6H8O2"	"[M + H3N + H]+"	"C6H12NO2+"	"Fatty acids"	0.994	"Fatty Acids and Conjugates"	0.958	"Unsaturated fatty acids"	0.940	"Lipids and lipid-like molecules"	0.505	"Fatty Acyls"	0.493	"Fatty acids and conjugates"	0.541	"Straight chain fatty acids"	0.506	"Straight chain fatty acids"	0.506	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	130.086	111	1.853	"673152000191886567"	"673150994339027624"	"158"	
1	"C5H7N5O"	"[M - H2O + H]+"	"C5H6N5+"	"Alkaloids"	0.870	"Pseudoalkaloids (transamidation)"	0.907	"Purine alkaloids"	0.923	"Organoheterocyclic compounds"	0.998	"Imidazopyrimidines"	0.959	"Purines and purine derivatives"	0.951	"6-aminopurines"	0.931	"6-aminopurines"	0.931	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	136.062	111	1.857	"673151999868925098"	"673150994380970669"	"159"	
1	"C10H14N2O6S"	"[M + H3N + H]+"	"C10H18N3O6S+"	"Amino acids and Peptides"	0.992	"Small peptides"	0.999	"Tripeptides"	0.998	"Organic acids and derivatives"	1.000	"Carboxylic acids and derivatives"	1.000	"Amino acids, peptides, and analogues"	1.000	"Peptides"	0.999	"Gamma-glutamyl peptides"	0.997	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Thiols; Gamma-glutamyl peptides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	308.091	112	1.862	"673152000967832852"	"673150994422913714"	"160"	
1	"C19H22O8S"	"[M - H2O + H]+"	"C19H21O7S+"	"Shikimates and Phenylpropanoids"	0.277	"Coumarins"	0.087	"Arylnaphthalene and aryltetralin lignans"	0.079	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.987	"Monosaccharides"	0.977	"Hexoses"	0.886	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	393.100	112	1.865	"673152027010268374"	"673150994586491590"	"164"	
1	"C6H3NO"	"[M + H3N + H]+"	"C6H7N2O+"	"Alkaloids"	0.937	"Nicotinic acid alkaloids"	0.805	"Pyridine alkaloids"	0.805	"Benzenoids"	0.713							"Benzenoids"	0.713	"Organic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	123.055	112	1.866	"673151954629156893"	"673150994502605500"	"162"	
3	"C6H5NO2"	"[M + H]+"	"C6H6NO2+"	"Alkaloids"	0.996	"Nicotinic acid alkaloids"	0.996	"Pyridine alkaloids"	0.996	"Organoheterocyclic compounds"	1.000	"Pyridines and derivatives"	0.998	"Pyridinecarboxylic acids and derivatives"	0.972	"Pyridinecarboxylic acids"	0.967	"Pyridinecarboxylic acids"	0.967	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	124.039	112	1.866	"673151950539709860"	"673150994464856759"	"161"	
2	"C11H19N3O8S"	"[M + H]+"	"C11H20N3O8S+"	"Amino acids and Peptides"	0.962	"Small peptides"	0.993	"Tripeptides"	0.975	"Organic acids and derivatives"	1.000	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.999	"Peptides"	0.996	"Gamma-glutamyl peptides"	0.995	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	354.096	112	1.874	"673151981288155961"	"673150994548742849"	"163"	
1	"C7H10O7"	"[M + Na]+"	"C7H10NaO7+"	"Fatty acids"	0.805	"Fatty Acids and Conjugates"	0.838	"Dicarboxylic acids"	0.692	"Lipids and lipid-like molecules"	0.688	"Fatty Acyls"	0.670	"Fatty acids and conjugates"	0.384	"Branched fatty acids"	0.508	"Branched fatty acids"	0.508	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	229.032	113	1.889	"673152004226807574"	"673150994661989072"	"166"	
1	"C6H4O5"	"[M - H2O + H]+"	"C6H3O4+"	"Fatty acids"	0.985	"Fatty Acids and Conjugates"	0.979	"Dicarboxylic acids"	0.913	"Organic acids and derivatives"	0.999	"Keto acids and derivatives"	0.766	"Alpha-keto acids and derivatives"	0.589			"Alpha-keto acids and derivatives"	0.589	"Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Alpha-keto acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	139.003	114	1.898	"673151964171199811"	"673150994976561907"	"173"	
3	"C14H18O8"	"[M + H3N + H]+"	"C14H22NO8+"	"Shikimates and Phenylpropanoids"	0.866	"Phenylpropanoids (C6-C3)"	0.365	"Cinnamic acids and derivatives"	0.387	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.888	"Glycosyl compounds"	0.624	"O-glycosyl compounds"	0.679	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	332.134	114	1.900	"673151985960611256"	"673150994829761252"	"170"	
1	"C5H6O5"	"[M - H2O + H]+"	"C5H5O4+"	"Fatty acids"	0.989	"Fatty Acids and Conjugates"	0.988	"Dicarboxylic acids"	0.898	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Dicarboxylic acids and derivatives"	0.598			"Dicarboxylic acids and derivatives"	0.598	"Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	129.018	114	1.900	"673152002330981856"	"673150995073030909"	"175"	
1	"C6H8O7"	"[M + Na]+"	"C6H8NaO7+"	"Fatty acids"	0.951	"Fatty Acids and Conjugates"	0.968	"Dicarboxylic acids"	0.935	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.999	"Dicarboxylic acids and derivatives"	0.513			"Dicarboxylic acids and derivatives"	0.513	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	215.016	114	1.901	"673151994441494875"	"673150994875898601"	"171"	
1	"C10H13NO11S"	"[M + K]+"	"C10H13KNO11S+"	"Amino acids and Peptides"	0.903	"Small peptides"	0.576	"Aminoacids"	0.343	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.987	"Amino acids, peptides, and analogues"	0.873	"Amino acids and derivatives"	0.871	"Alpha amino acids and derivatives"	0.872	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	393.983	114	1.903	"673152046908048474"	"673150995123362562"	"176"	
1	"C6H6O6"	"[M - H2O + H]+"	"C6H5O5+"	"Fatty acids"	0.982	"Fatty Acids and Conjugates"	0.986	"Dicarboxylic acids"	0.974	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.999	"Dicarboxylic acids and derivatives"	0.651			"Dicarboxylic acids and derivatives"	0.651	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	157.013	114	1.903	"673151954176171953"	"673150994624240331"	"165"	
1	"C5H4O4"	"[M - H2O + H]+"	"C5H3O3+"	"Fatty acids"	0.879	"Fatty Acids and Conjugates"	0.763	"Dicarboxylic acids"	0.238	"Organic acids and derivatives"	0.997	"Keto acids and derivatives"	0.705					"Keto acids and derivatives"	0.705	"Organic compounds; Ketones; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	111.008	114	1.903	"673151993187397802"	"673150995022699256"	"174"	
1	"C6H8O7"	"[M + H]+"	"C6H9O7+"	"Fatty acids"	0.930	"Fatty Acids and Conjugates"	0.961	"Dicarboxylic acids"	0.849	"Organic acids and derivatives"	0.999	"Hydroxy acids and derivatives"	0.685	"Alpha hydroxy acids and derivatives"	0.563			"Alpha hydroxy acids and derivatives"	0.563	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	193.034	114	1.907	"673151966348043930"	"673150994771040991"	"169"	
1	"C6H6O6"	"[M + H]+"	"C6H7O6+"	"Fatty acids"	0.824	"Fatty Acids and Conjugates"	0.874	"Dicarboxylic acids"	0.735	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Carboxylic acids"	0.946			"Carboxylic acids"	0.946	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	175.024	114	1.908	"673151969330194326"	"673150994733292250"	"168"	
1	"C5H6O5"	"[M + H]+"	"C5H7O5+"	"Fatty acids"	0.987	"Fatty Acids and Conjugates"	0.990	"Dicarboxylic acids"	0.942	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Dicarboxylic acids and derivatives"	0.614			"Dicarboxylic acids and derivatives"	0.614	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	147.029	115	1.910	"673151964410275190"	"673150994695543509"	"167"	
4	"C7H9O5"	"[M + K]+"	"C7H9KO5+"	"Fatty acids"	0.573	"Fatty Acids and Conjugates"	0.427	"Simple phenolic acids"	0.234	"Organic acids and derivatives"	0.943	"Carboxylic acids and derivatives"	0.894	"Carboxylic acids"	0.806			"Carboxylic acids"	0.806	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	212.008	115	1.912	"673152011369708129"	"673150994926230254"	"172"	
2	"C11H12O9"	"[M + H]+"	"C11H13O9+"	"Carbohydrates"	0.690	"Saccharides"	0.798	"Monosaccharides"	0.590	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.932	"Sugar acids and derivatives"	0.965	"O-glucuronides"	0.824	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	289.055	117	1.950	"673152050783585928"	"673150995244997388"	"180"	
3	"C10H16N3O6S"	"[M + H]+"	"C10H17N3O6S+"	"Amino acids and Peptides"	0.976	"Small peptides"	0.998	"Tripeptides"	0.996	"Organic acids and derivatives"	1.000	"Carboxylic acids and derivatives"	1.000	"Amino acids, peptides, and analogues"	1.000	"Peptides"	0.999	"Gamma-glutamyl peptides"	0.998	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	307.083	118	1.973	"673152010568595939"	"673150995291134737"	"181"	
